Flag;Absolute Time;Relative Time;Accumulated Distance (km);Speed (km/h);
1539;17/05/2016 10:24:41.48;+0h 22mn 21s 58;2.491;14;
1541;17/05/2016 10:24:42.00;+0h 22mn 22s 10;2.493;15;
1543;17/05/2016 10:24:42.52;+0h 22mn 22s 62;2.495;16;
1546;17/05/2016 10:24:43.05;+0h 22mn 23s 15;2.498;17;
1550;17/05/2016 10:24:43.67;+0h 22mn 23s 77;2.501;18;
1561;17/05/2016 10:24:47.56;+0h 22mn 27s 66;2.521;19;
1563;17/05/2016 10:24:54.98;+0h 22mn 35s 08;2.561;20;
1566;17/05/2016 10:25:03.22;+0h 22mn 43s 32;2.608;21;
1572;17/05/2016 10:25:21.19;+0h 23mn 1s 29;2.712;20.5;
1574;17/05/2016 10:25:21.23;+0h 23mn 1s 33;2.713;20;
1575;17/05/2016 10:25:21.39;+0h 23mn 1s 49;2.714;20;
1579;17/05/2016 10:25:21.85;+0h 23mn 1s 95;2.716;19.5;
1582;17/05/2016 10:25:22.02;+0h 23mn 2s 12;2.717;19;
1587;17/05/2016 10:25:22.82;+0h 23mn 2s 92;2.721;18;
1591;17/05/2016 10:25:23.67;+0h 23mn 3s 77;2.725;17;
1596;17/05/2016 10:25:24.39;+0h 23mn 4s 49;2.729;16.5;
1597;17/05/2016 10:25:24.51;+0h 23mn 4s 61;2.729;16;
1602;17/05/2016 10:25:25.15;+0h 23mn 5s 25;2.732;15;
1606;17/05/2016 10:25:25.86;+0h 23mn 5s 96;2.735;14;
1608;17/05/2016 10:25:26.64;+0h 23mn 6s 74;2.738;13;
1612;17/05/2016 10:25:27.31;+0h 23mn 7s 41;2.740;12;
1615;17/05/2016 10:25:28.06;+0h 23mn 8s 16;2.742;11;
1621;17/05/2016 10:25:28.77;+0h 23mn 8s 87;2.744;10;
1627;17/05/2016 10:25:29.67;+0h 23mn 9s 77;2.747;10;
1646;17/05/2016 10:25:33.95;+0h 23mn 14s 05;2.758;9.5;
1649;17/05/2016 10:25:34.65;+0h 23mn 14s 75;2.760;9;
1652;17/05/2016 10:25:35.05;+0h 23mn 15s 15;2.761;8;
1654;17/05/2016 10:25:35.43;+0h 23mn 15s 53;2.762;7;
1657;17/05/2016 10:25:35.81;+0h 23mn 15s 91;2.762;6;
1660;17/05/2016 10:25:36.25;+0h 23mn 16s 35;2.763;5;
1665;17/05/2016 10:25:36.91;+0h 23mn 17s 01;2.764;5;
1673;17/05/2016 10:25:38.11;+0h 23mn 18s 21;2.766;5;
1678;17/05/2016 10:25:39.12;+0h 23mn 19s 22;2.767;4;
1680;17/05/2016 10:25:39.56;+0h 23mn 19s 66;2.767;3;
1682;17/05/2016 10:25:39.96;+0h 23mn 20s 06;2.768;2;
1687;17/05/2016 10:25:40.23;+0h 23mn 20s 33;2.768;1.5;
1688;17/05/2016 10:25:40.23;+0h 23mn 20s 33;2.768;1.5;
1689;17/05/2016 10:25:40.27;+0h 23mn 20s 37;2.768;1.5;
1690;17/05/2016 10:25:40.47;+0h 23mn 20s 57;2.768;1;
1698;17/05/2016 10:25:42.46;+0h 23mn 22s 56;2.768;0;
1709;17/05/2016 10:25:51.09;+0h 23mn 31s 19;2.768;1;
1711;17/05/2016 10:25:51.19;+0h 23mn 31s 29;2.768;1;
1713;17/05/2016 10:25:51.49;+0h 23mn 31s 59;2.769;2;
1717;17/05/2016 10:25:51.88;+0h 23mn 31s 98;2.769;3;
1720;17/05/2016 10:25:52.29;+0h 23mn 32s 39;2.769;4;
1724;17/05/2016 10:25:52.59;+0h 23mn 32s 69;2.770;4.5;
1725;17/05/2016 10:25:52.63;+0h 23mn 32s 73;2.770;4.5;
1726;17/05/2016 10:25:52.68;+0h 23mn 32s 78;2.770;4.5;
1727;17/05/2016 10:25:52.72;+0h 23mn 32s 82;2.770;5;
1731;17/05/2016 10:25:53.18;+0h 23mn 33s 28;2.770;6;
1733;17/05/2016 10:25:53.68;+0h 23mn 33s 78;2.771;7;
1737;17/05/2016 10:25:54.10;+0h 23mn 34s 20;2.772;8;
1739;17/05/2016 10:25:54.59;+0h 23mn 34s 69;2.773;9;
1740;17/05/2016 10:25:55.04;+0h 23mn 35s 14;2.775;10;
1744;17/05/2016 10:25:55.56;+0h 23mn 35s 66;2.776;11;
1755;17/05/2016 10:25:59.00;+0h 23mn 39s 10;2.787;12;
1758;17/05/2016 10:26:00.04;+0h 23mn 40s 14;2.791;13;
1767;17/05/2016 10:26:12.64;+0h 23mn 52s 74;2.835;12;
1772;17/05/2016 10:26:15.63;+0h 23mn 55s 73;2.845;12;
1778;17/05/2016 10:26:16.50;+0h 23mn 56s 60;2.848;11;
1785;17/05/2016 10:26:17.67;+0h 23mn 57s 77;2.851;10.5;
1792;17/05/2016 10:26:18.94;+0h 23mn 59s 04;2.855;10;
1794;17/05/2016 10:26:21.86;+0h 24mn 1s 96;2.862;9.5;
1798;17/05/2016 10:26:23.54;+0h 24mn 3s 64;2.867;9;
1800;17/05/2016 10:26:23.87;+0h 24mn 3s 97;2.868;9;
1805;17/05/2016 10:26:24.78;+0h 24mn 4s 88;2.870;8;
1807;17/05/2016 10:26:25.18;+0h 24mn 5s 28;2.871;7;
1811;17/05/2016 10:26:25.67;+0h 24mn 5s 77;2.871;6;
1816;17/05/2016 10:26:26.43;+0h 24mn 6s 53;2.873;5.5;
1822;17/05/2016 10:26:27.48;+0h 24mn 7s 58;2.874;5;
1825;17/05/2016 10:26:27.76;+0h 24mn 7s 86;2.875;5;
1831;17/05/2016 10:26:29.00;+0h 24mn 9s 10;2.876;4.5;
1836;17/05/2016 10:26:29.72;+0h 24mn 9s 82;2.877;4;
1841;17/05/2016 10:26:30.92;+0h 24mn 11s 02;2.878;4;
1845;17/05/2016 10:26:31.63;+0h 24mn 11s 73;2.879;3;
1847;17/05/2016 10:26:31.96;+0h 24mn 12s 06;2.879;2;
1852;17/05/2016 10:26:32.20;+0h 24mn 12s 30;2.879;2;
1853;17/05/2016 10:26:32.24;+0h 24mn 12s 34;2.879;2;
1854;17/05/2016 10:26:32.24;+0h 24mn 12s 34;2.879;2;
1863;17/05/2016 10:26:34.09;+0h 24mn 14s 19;2.880;1;
1864;17/05/2016 10:26:34.12;+0h 24mn 14s 22;2.880;0;
1876;17/05/2016 10:26:40.80;+0h 24mn 20s 90;2.880;0;
1883;17/05/2016 10:26:47.61;+0h 24mn 27s 71;2.880;0;
1884;17/05/2016 10:26:47.85;+0h 24mn 27s 95;2.880;0;
1885;17/05/2016 10:26:47.88;+0h 24mn 27s 98;2.880;0;
1886;17/05/2016 10:26:47.88;+0h 24mn 27s 98;2.880;0;
1887;17/05/2016 10:26:47.92;+0h 24mn 28s 02;2.880;0;
1888;17/05/2016 10:26:47.92;+0h 24mn 28s 02;2.880;0;
1889;17/05/2016 10:26:47.96;+0h 24mn 28s 06;2.880;0;
1891;17/05/2016 10:26:48.08;+0h 24mn 28s 18;2.880;0;
1892;17/05/2016 10:26:48.13;+0h 24mn 28s 23;2.880;0;
1896;17/05/2016 10:27:21.87;+0h 25mn 1s 97;2.880;0;
1897;17/05/2016 10:27:51.17;+0h 25mn 31s 27;2.880;0;
1898;17/05/2016 10:27:51.18;+0h 25mn 31s 28;2.880;0;
1899;17/05/2016 10:27:51.21;+0h 25mn 31s 31;2.880;0;
1900;17/05/2016 10:27:51.21;+0h 25mn 31s 31;2.880;0;
1901;17/05/2016 10:27:51.22;+0h 25mn 31s 32;2.880;0;
1902;17/05/2016 10:27:51.25;+0h 25mn 31s 35;2.880;0;
1904;17/05/2016 10:27:51.94;+0h 25mn 32s 04;2.880;0;
1907;17/05/2016 10:27:52.45;+0h 25mn 32s 55;2.880;0;
1908;17/05/2016 10:27:52.70;+0h 25mn 32s 80;2.880;0;
1909;17/05/2016 10:27:52.78;+0h 25mn 32s 88;2.880;0;
1913;17/05/2016 10:27:53.66;+0h 25mn 33s 76;2.880;0;
1932;17/05/2016 10:28:07.26;+0h 25mn 47s 36;2.880;1;
1933;17/05/2016 10:28:07.41;+0h 25mn 47s 51;2.880;1;
1935;17/05/2016 10:28:07.66;+0h 25mn 47s 76;2.880;2;
1943;17/05/2016 10:28:10.40;+0h 25mn 50s 50;2.882;3;
1947;17/05/2016 10:28:14.76;+0h 25mn 54s 86;2.886;4;
1950;17/05/2016 10:28:15.58;+0h 25mn 55s 68;2.887;4;
1951;17/05/2016 10:28:15.62;+0h 25mn 55s 72;2.887;4;
1955;17/05/2016 10:28:20.07;+0h 26mn 0s 17;2.893;5;
1958;17/05/2016 10:28:20.58;+0h 26mn 0s 68;2.894;6;
1961;17/05/2016 10:28:21.04;+0h 26mn 1s 14;2.895;7;
1965;17/05/2016 10:28:21.56;+0h 26mn 1s 66;2.896;8;
1968;17/05/2016 10:28:21.88;+0h 26mn 1s 98;2.897;8;
1982;17/05/2016 10:28:35.00;+0h 26mn 15s 10;2.928;9;
1988;17/05/2016 10:28:37.66;+0h 26mn 17s 76;2.935;10;
1993;17/05/2016 10:28:38.31;+0h 26mn 18s 41;2.937;11;
1996;17/05/2016 10:28:38.83;+0h 26mn 18s 93;2.939;12;
1998;17/05/2016 10:28:39.38;+0h 26mn 19s 48;2.941;13;
2022;17/05/2016 10:28:48.70;+0h 26mn 28s 80;2.976;13.5;
2031;17/05/2016 10:28:50.55;+0h 26mn 30s 65;2.983;12;
2035;17/05/2016 10:28:51.26;+0h 26mn 31s 36;2.985;12;
2048;17/05/2016 10:28:54.98;+0h 26mn 35s 08;2.997;12;
2053;17/05/2016 10:28:55.91;+0h 26mn 36s 01;3.000;11.5;
2054;17/05/2016 10:28:55.91;+0h 26mn 36s 01;3.000;11;
2059;17/05/2016 10:28:56.68;+0h 26mn 36s 78;3.002;10;
2064;17/05/2016 10:28:57.46;+0h 26mn 37s 56;3.004;9;
2071;17/05/2016 10:28:58.50;+0h 26mn 38s 60;3.007;8.5;
2079;17/05/2016 10:28:59.86;+0h 26mn 39s 96;3.010;8.5;
2083;17/05/2016 10:29:00.58;+0h 26mn 40s 68;3.012;8;
2087;17/05/2016 10:29:01.47;+0h 26mn 41s 57;3.013;7;
2089;17/05/2016 10:29:02.28;+0h 26mn 42s 38;3.015;6;
2093;17/05/2016 10:29:03.15;+0h 26mn 43s 25;3.016;5;
2097;17/05/2016 10:29:03.96;+0h 26mn 44s 06;3.017;4;
2102;17/05/2016 10:29:04.71;+0h 26mn 44s 81;3.018;3;
2106;17/05/2016 10:29:05.40;+0h 26mn 45s 50;3.019;2;
2109;17/05/2016 10:29:05.63;+0h 26mn 45s 73;3.019;1.5;
2111;17/05/2016 10:29:05.66;+0h 26mn 45s 76;3.019;1.5;
2112;17/05/2016 10:29:05.67;+0h 26mn 45s 77;3.019;1.5;
2119;17/05/2016 10:29:06.86;+0h 26mn 46s 96;3.019;1.5;
2121;17/05/2016 10:29:07.14;+0h 26mn 47s 24;3.019;1.5;
2124;17/05/2016 10:29:07.68;+0h 26mn 47s 78;3.019;1;
2125;17/05/2016 10:29:07.82;+0h 26mn 47s 92;3.019;0;
2126;17/05/2016 10:29:07.94;+0h 26mn 48s 04;3.019;0;
2130;17/05/2016 10:29:21.93;+0h 27mn 2s 03;3.019;0;
2134;17/05/2016 10:30:21.94;+0h 28mn 2s 04;3.019;0;
2144;17/05/2016 10:31:21.97;+0h 29mn 2s 07;3.019;0;
2159;17/05/2016 10:32:21.98;+0h 30mn 2s 08;3.019;0;
2160;17/05/2016 10:32:50.54;+0h 30mn 30s 64;3.019;0;
2162;17/05/2016 10:32:54.82;+0h 30mn 34s 92;3.019;0;
2164;17/05/2016 10:32:55.58;+0h 30mn 35s 68;3.019;0;
2172;17/05/2016 10:33:02.74;+0h 30mn 42s 84;3.019;0;
2174;17/05/2016 10:33:03.10;+0h 30mn 43s 20;3.019;1;
2177;17/05/2016 10:33:03.68;+0h 30mn 43s 78;3.020;2;
2180;17/05/2016 10:33:04.20;+0h 30mn 44s 30;3.020;3;
2182;17/05/2016 10:33:04.72;+0h 30mn 44s 82;3.021;4;
2188;17/05/2016 10:33:05.06;+0h 30mn 45s 16;3.021;4.5;
2189;17/05/2016 10:33:05.10;+0h 30mn 45s 20;3.021;4.5;
2190;17/05/2016 10:33:05.10;+0h 30mn 45s 20;3.021;4.5;
2191;17/05/2016 10:33:05.23;+0h 30mn 45s 33;3.021;5;
2196;17/05/2016 10:33:05.88;+0h 30mn 45s 98;3.022;6;
2199;17/05/2016 10:33:06.40;+0h 30mn 46s 50;3.023;7;
2201;17/05/2016 10:33:06.94;+0h 30mn 47s 04;3.024;8;
2205;17/05/2016 10:33:07.43;+0h 30mn 47s 53;3.025;9;
2206;17/05/2016 10:33:07.81;+0h 30mn 47s 91;3.026;10;
2207;17/05/2016 10:33:08.20;+0h 30mn 48s 30;3.028;11;
2208;17/05/2016 10:33:08.60;+0h 30mn 48s 70;3.029;12;
2213;17/05/2016 10:33:09.04;+0h 30mn 49s 14;3.030;13;
2216;17/05/2016 10:33:09.51;+0h 30mn 49s 61;3.032;14;
2219;17/05/2016 10:33:09.89;+0h 30mn 49s 99;3.034;15;
2221;17/05/2016 10:33:10.28;+0h 30mn 50s 38;3.035;16;
2223;17/05/2016 10:33:10.70;+0h 30mn 50s 80;3.037;17;
2226;17/05/2016 10:33:11.10;+0h 30mn 51s 20;3.039;18;
2228;17/05/2016 10:33:11.50;+0h 30mn 51s 60;3.041;19;
2232;17/05/2016 10:33:11.97;+0h 30mn 52s 07;3.044;20;
2236;17/05/2016 10:33:12.49;+0h 30mn 52s 59;3.047;21;
2248;17/05/2016 10:33:15.22;+0h 30mn 55s 32;3.063;22;
2250;17/05/2016 10:33:16.02;+0h 30mn 56s 12;3.068;23;
2251;17/05/2016 10:33:16.89;+0h 30mn 56s 99;3.074;24;
2253;17/05/2016 10:33:17.61;+0h 30mn 57s 71;3.079;25;
2257;17/05/2016 10:33:18.57;+0h 30mn 58s 67;3.086;26;
2260;17/05/2016 10:33:19.24;+0h 30mn 59s 34;3.091;27;
2268;17/05/2016 10:33:21.99;+0h 31mn 2s 09;3.111;27;
2269;17/05/2016 10:33:27.64;+0h 31mn 7s 74;3.153;26;
2295;17/05/2016 10:33:38.01;+0h 31mn 18s 11;3.228;27;
2297;17/05/2016 10:33:38.27;+0h 31mn 18s 37;3.230;28;
2299;17/05/2016 10:33:38.58;+0h 31mn 18s 68;3.232;29;
2302;17/05/2016 10:33:38.91;+0h 31mn 19s 01;3.235;30;
2304;17/05/2016 10:33:39.22;+0h 31mn 19s 32;3.238;31;
2306;17/05/2016 10:33:39.56;+0h 31mn 19s 66;3.241;32;
2309;17/05/2016 10:33:39.88;+0h 31mn 19s 98;3.243;33;
2310;17/05/2016 10:33:40.24;+0h 31mn 20s 34;3.247;34;
2313;17/05/2016 10:33:40.62;+0h 31mn 20s 72;3.250;35;
2315;17/05/2016 10:33:40.98;+0h 31mn 21s 08;3.254;36;
2317;17/05/2016 10:33:41.38;+0h 31mn 21s 48;3.258;37;
2320;17/05/2016 10:33:41.82;+0h 31mn 21s 92;3.263;38;
2323;17/05/2016 10:33:42.27;+0h 31mn 22s 37;3.267;39;
2325;17/05/2016 10:33:42.70;+0h 31mn 22s 80;3.272;40;
2328;17/05/2016 10:33:43.18;+0h 31mn 23s 28;3.277;41;
2331;17/05/2016 10:33:43.62;+0h 31mn 23s 72;3.283;42;
2333;17/05/2016 10:33:44.09;+0h 31mn 24s 19;3.288;43;
2336;17/05/2016 10:33:44.54;+0h 31mn 24s 64;3.294;44;
2337;17/05/2016 10:33:45.00;+0h 31mn 25s 10;3.299;45;
2339;17/05/2016 10:33:45.46;+0h 31mn 25s 56;3.305;46;
2342;17/05/2016 10:33:46.03;+0h 31mn 26s 13;3.312;47;
2345;17/05/2016 10:33:46.55;+0h 31mn 26s 65;3.319;48;
2349;17/05/2016 10:33:46.96;+0h 31mn 27s 06;3.325;49;
2351;17/05/2016 10:33:47.45;+0h 31mn 27s 55;3.332;50;
2356;17/05/2016 10:33:47.97;+0h 31mn 28s 07;3.339;51;
2363;17/05/2016 10:33:48.74;+0h 31mn 28s 84;3.350;52;
2369;17/05/2016 10:33:49.66;+0h 31mn 29s 76;3.363;53;
2372;17/05/2016 10:33:50.48;+0h 31mn 30s 58;3.376;54;
2373;17/05/2016 10:33:51.36;+0h 31mn 31s 46;3.389;55;
2376;17/05/2016 10:33:52.25;+0h 31mn 32s 35;3.402;56;
2377;17/05/2016 10:33:53.15;+0h 31mn 33s 25;3.417;57;
2379;17/05/2016 10:33:54.06;+0h 31mn 34s 16;3.431;58;
2384;17/05/2016 10:33:54.90;+0h 31mn 35s 00;3.445;59;
2385;17/05/2016 10:33:55.64;+0h 31mn 35s 74;3.457;60;
2387;17/05/2016 10:33:56.39;+0h 31mn 36s 49;3.470;61;
2390;17/05/2016 10:33:57.17;+0h 31mn 37s 27;3.483;62;
2391;17/05/2016 10:33:57.95;+0h 31mn 38s 05;3.497;63;
2396;17/05/2016 10:33:58.76;+0h 31mn 38s 86;3.511;64;
2399;17/05/2016 10:33:59.64;+0h 31mn 39s 74;3.527;65;
2403;17/05/2016 10:34:00.53;+0h 31mn 40s 63;3.543;66;
2407;17/05/2016 10:34:01.34;+0h 31mn 41s 44;3.558;67;
2411;17/05/2016 10:34:02.34;+0h 31mn 42s 44;3.576;68;
2457;17/05/2016 10:34:15.40;+0h 31mn 55s 50;3.823;69;
2467;17/05/2016 10:34:19.42;+0h 31mn 59s 52;3.900;70;
2475;17/05/2016 10:34:22.01;+0h 32mn 2s 11;3.950;70.5;
2479;17/05/2016 10:34:23.98;+0h 32mn 4s 08;3.989;71;
2481;17/05/2016 10:34:24.53;+0h 32mn 4s 63;4.000;71;
2486;17/05/2016 10:34:27.39;+0h 32mn 7s 49;4.057;71.5;
2492;17/05/2016 10:34:28.07;+0h 32mn 8s 17;4.070;71.5;
2494;17/05/2016 10:34:28.47;+0h 32mn 8s 57;4.077;71;
2499;17/05/2016 10:34:29.51;+0h 32mn 9s 61;4.099;70;
2501;17/05/2016 10:34:29.67;+0h 32mn 9s 77;4.102;70;
2527;17/05/2016 10:34:34.71;+0h 32mn 14s 81;4.199;69.5;
2530;17/05/2016 10:34:35.03;+0h 32mn 15s 13;4.205;69.5;
2532;17/05/2016 10:34:35.43;+0h 32mn 15s 53;4.212;69.5;
2533;17/05/2016 10:34:35.46;+0h 32mn 15s 56;4.213;69;
2537;17/05/2016 10:34:35.98;+0h 32mn 16s 08;4.223;68;
2540;17/05/2016 10:34:36.38;+0h 32mn 16s 48;4.231;67;
2543;17/05/2016 10:34:36.76;+0h 32mn 16s 86;4.238;66;
2546;17/05/2016 10:34:37.14;+0h 32mn 17s 24;4.245;65;
2550;17/05/2016 10:34:37.47;+0h 32mn 17s 57;4.251;64.5;
2551;17/05/2016 10:34:37.56;+0h 32mn 17s 66;4.252;64;
2555;17/05/2016 10:34:37.98;+0h 32mn 18s 08;4.260;63;
2560;17/05/2016 10:34:38.44;+0h 32mn 18s 54;4.268;62;
2562;17/05/2016 10:34:38.86;+0h 32mn 18s 96;4.275;61;
2565;17/05/2016 10:34:39.28;+0h 32mn 19s 38;4.282;60;
2568;17/05/2016 10:34:39.78;+0h 32mn 19s 88;4.290;59;
2572;17/05/2016 10:34:40.25;+0h 32mn 20s 35;4.298;58;
2575;17/05/2016 10:34:40.70;+0h 32mn 20s 80;4.305;57;
2577;17/05/2016 10:34:41.20;+0h 32mn 21s 30;4.313;56;
2579;17/05/2016 10:34:41.68;+0h 32mn 21s 78;4.320;55;
2580;17/05/2016 10:34:42.19;+0h 32mn 22s 29;4.328;54;
2582;17/05/2016 10:34:42.72;+0h 32mn 22s 82;4.336;53;
2583;17/05/2016 10:34:43.22;+0h 32mn 23s 32;4.343;52;
2588;17/05/2016 10:34:43.74;+0h 32mn 23s 84;4.351;51;
2606;17/05/2016 10:34:47.52;+0h 32mn 27s 62;4.404;50.5;
2608;17/05/2016 10:34:47.84;+0h 32mn 27s 94;4.408;50.5;
2615;17/05/2016 10:34:49.17;+0h 32mn 29s 27;4.427;50;
2622;17/05/2016 10:34:50.52;+0h 32mn 30s 62;4.445;49;
2628;17/05/2016 10:34:51.89;+0h 32mn 31s 99;4.464;48;
2632;17/05/2016 10:34:53.31;+0h 32mn 33s 41;4.482;47;
2634;17/05/2016 10:34:54.90;+0h 32mn 35s 00;4.503;46;
2638;17/05/2016 10:34:56.55;+0h 32mn 36s 65;4.524;45;
2641;17/05/2016 10:34:58.16;+0h 32mn 38s 26;4.544;44;
2644;17/05/2016 10:34:58.52;+0h 32mn 38s 62;4.548;44;
2648;17/05/2016 10:34:58.88;+0h 32mn 38s 98;4.552;43.5;
2650;17/05/2016 10:34:59.20;+0h 32mn 39s 30;4.556;43;
2654;17/05/2016 10:34:59.64;+0h 32mn 39s 74;4.561;42.5;
2656;17/05/2016 10:34:59.91;+0h 32mn 40s 01;4.565;42;
2659;17/05/2016 10:35:00.28;+0h 32mn 40s 38;4.569;41.5;
2661;17/05/2016 10:35:00.50;+0h 32mn 40s 60;4.572;41;
2663;17/05/2016 10:35:00.68;+0h 32mn 40s 78;4.573;41;
2666;17/05/2016 10:35:01.02;+0h 32mn 41s 12;4.577;40;
2669;17/05/2016 10:35:01.28;+0h 32mn 41s 38;4.580;40;
2672;17/05/2016 10:35:01.59;+0h 32mn 41s 69;4.584;39;
2676;17/05/2016 10:35:02.11;+0h 32mn 42s 21;4.589;38;
2680;17/05/2016 10:35:02.63;+0h 32mn 42s 73;4.595;37;
2684;17/05/2016 10:35:03.14;+0h 32mn 43s 24;4.600;36;
2688;17/05/2016 10:35:03.70;+0h 32mn 43s 80;4.605;35;
2694;17/05/2016 10:35:04.36;+0h 32mn 44s 46;4.612;34;
2698;17/05/2016 10:35:05.10;+0h 32mn 45s 20;4.619;33;
2703;17/05/2016 10:35:05.99;+0h 32mn 46s 09;4.627;32;
2709;17/05/2016 10:35:06.89;+0h 32mn 46s 99;4.634;31;
2713;17/05/2016 10:35:07.20;+0h 32mn 47s 30;4.637;31;
2715;17/05/2016 10:35:07.56;+0h 32mn 47s 66;4.640;30.5;
2717;17/05/2016 10:35:07.74;+0h 32mn 47s 84;4.642;30;
2724;17/05/2016 10:35:08.83;+0h 32mn 48s 93;4.650;29;
2729;17/05/2016 10:35:09.94;+0h 32mn 50s 04;4.659;28;
2737;17/05/2016 10:35:11.74;+0h 32mn 51s 84;4.673;27;
2739;17/05/2016 10:35:13.75;+0h 32mn 53s 85;4.688;26;
2747;17/05/2016 10:35:16.48;+0h 32mn 56s 58;4.707;26;
2749;17/05/2016 10:35:16.72;+0h 32mn 56s 82;4.709;26;
2759;17/05/2016 10:35:20.73;+0h 33mn 0s 83;4.738;27;
2762;17/05/2016 10:35:21.08;+0h 33mn 1s 18;4.741;27;
2767;17/05/2016 10:35:21.96;+0h 33mn 2s 06;4.747;27;
2768;17/05/2016 10:35:22.03;+0h 33mn 2s 13;4.748;27;
2791;17/05/2016 10:35:44.83;+0h 33mn 24s 93;4.921;26;
2797;17/05/2016 10:35:46.66;+0h 33mn 26s 76;4.934;25;
2802;17/05/2016 10:35:49.60;+0h 33mn 29s 70;4.954;26;
2808;17/05/2016 10:35:55.97;+0h 33mn 36s 07;5.000;26;
2829;17/05/2016 10:36:14.96;+0h 33mn 55s 06;5.135;25;
2834;17/05/2016 10:36:19.25;+0h 33mn 59s 35;5.165;25;
2836;17/05/2016 10:36:19.53;+0h 33mn 59s 63;5.167;24.5;
2841;17/05/2016 10:36:20.00;+0h 34mn 0s 10;5.170;24;
2844;17/05/2016 10:36:20.33;+0h 34mn 0s 43;5.172;24;
2846;17/05/2016 10:36:20.53;+0h 34mn 0s 63;5.173;23.5;
2850;17/05/2016 10:36:21.06;+0h 34mn 1s 16;5.177;23;
2854;17/05/2016 10:36:22.05;+0h 34mn 2s 15;5.183;22.5;
2857;17/05/2016 10:36:22.31;+0h 34mn 2s 41;5.185;22;
2860;17/05/2016 10:36:22.61;+0h 34mn 2s 71;5.186;22;
2862;17/05/2016 10:36:23.01;+0h 34mn 3s 11;5.189;21.5;
2864;17/05/2016 10:36:23.22;+0h 34mn 3s 32;5.190;21;
2867;17/05/2016 10:36:23.61;+0h 34mn 3s 71;5.192;20.5;
2869;17/05/2016 10:36:23.85;+0h 34mn 3s 95;5.194;20;
2871;17/05/2016 10:36:23.93;+0h 34mn 4s 03;5.194;20;
2876;17/05/2016 10:36:24.50;+0h 34mn 4s 60;5.197;19;
2879;17/05/2016 10:36:25.06;+0h 34mn 5s 16;5.200;18;
2884;17/05/2016 10:36:25.68;+0h 34mn 5s 78;5.203;17;
2886;17/05/2016 10:36:25.89;+0h 34mn 5s 99;5.204;17;
2889;17/05/2016 10:36:26.20;+0h 34mn 6s 30;5.206;16;
2892;17/05/2016 10:36:26.70;+0h 34mn 6s 80;5.208;15;
2896;17/05/2016 10:36:27.09;+0h 34mn 7s 19;5.209;14;
2899;17/05/2016 10:36:27.48;+0h 34mn 7s 58;5.211;13;
2902;17/05/2016 10:36:27.94;+0h 34mn 8s 04;5.212;12;
2908;17/05/2016 10:36:28.64;+0h 34mn 8s 74;5.215;11;
2912;17/05/2016 10:36:29.29;+0h 34mn 9s 39;5.216;10;
2916;17/05/2016 10:36:29.70;+0h 34mn 9s 80;5.218;9;
2920;17/05/2016 10:36:30.12;+0h 34mn 10s 22;5.219;8;
2924;17/05/2016 10:36:30.85;+0h 34mn 10s 95;5.220;7;
2928;17/05/2016 10:36:31.15;+0h 34mn 11s 25;5.221;6;
2930;17/05/2016 10:36:31.40;+0h 34mn 11s 50;5.221;5;
2933;17/05/2016 10:36:31.66;+0h 34mn 11s 76;5.221;4;
2934;17/05/2016 10:36:31.88;+0h 34mn 11s 98;5.221;3;
2938;17/05/2016 10:36:32.27;+0h 34mn 12s 37;5.222;2;
2943;17/05/2016 10:36:32.49;+0h 34mn 12s 59;5.222;1.5;
2944;17/05/2016 10:36:32.53;+0h 34mn 12s 63;5.222;1.5;
2945;17/05/2016 10:36:32.53;+0h 34mn 12s 63;5.222;1.5;
2948;17/05/2016 10:36:32.70;+0h 34mn 12s 80;5.222;1;
2950;17/05/2016 10:36:33.13;+0h 34mn 13s 23;5.222;1;
2953;17/05/2016 10:36:33.37;+0h 34mn 13s 47;5.222;1;
2956;17/05/2016 10:36:33.61;+0h 34mn 13s 71;5.222;1;
2961;17/05/2016 10:36:34.74;+0h 34mn 14s 84;5.222;0;
2962;17/05/2016 10:36:35.25;+0h 34mn 15s 35;5.222;0;
2963;17/05/2016 10:36:35.65;+0h 34mn 15s 75;5.222;0;
2966;17/05/2016 10:36:45.58;+0h 34mn 25s 68;5.222;0;
2967;17/05/2016 10:36:49.74;+0h 34mn 29s 84;5.222;0;
2968;17/05/2016 10:36:49.81;+0h 34mn 29s 91;5.222;0;
2975;17/05/2016 10:36:52.69;+0h 34mn 32s 79;5.222;0.5;
2978;17/05/2016 10:36:53.37;+0h 34mn 33s 47;5.223;1;
2983;17/05/2016 10:36:54.27;+0h 34mn 34s 37;5.223;2;
2985;17/05/2016 10:36:54.85;+0h 34mn 34s 95;5.223;3;
2987;17/05/2016 10:36:55.36;+0h 34mn 35s 46;5.224;4;
2991;17/05/2016 10:36:55.70;+0h 34mn 35s 80;5.224;4.5;
2993;17/05/2016 10:36:55.73;+0h 34mn 35s 83;5.224;4.5;
2994;17/05/2016 10:36:55.74;+0h 34mn 35s 84;5.224;4.5;
2996;17/05/2016 10:36:55.84;+0h 34mn 35s 94;5.224;5;
3000;17/05/2016 10:36:56.29;+0h 34mn 36s 39;5.225;6;
3002;17/05/2016 10:36:56.73;+0h 34mn 36s 83;5.226;7;
3005;17/05/2016 10:36:57.15;+0h 34mn 37s 25;5.227;8;
